citation_title,year,institution,sub_experiment,parameter_varied,species,strain,sex,tumor_model,model_type,anesthesia,anesthesia_class_simple,oxygen_condition,oxygen_modulated_flag,fixation_method,tissue_type,tissue_class,anatomy_depth,beam_and_field,radiation_type,particle_group,energy,machine_name,beam_type,delivery_mode,pulse_mode,total_dose_Gy,dose_range_Gy,dose_values_Gy,is_fractionated,fractionation_type,fractionation_detail,fractionation_regime,num_fractions,dose_per_fraction_Gy,inter_fraction_interval_days,flash_avg_dose_rate_Gy_s,flash_avg_dose_rate_Gy_s_source,flash_avg_dose_rate_range,flash_inst_dose_rate_Gy_s,flash_inst_dose_rate_Gy_s_source,flash_inst_dose_rate_range,flash_prf_Hz,flash_prf_Hz_source,flash_prf_range,flash_pulse_width_us,flash_pulse_width_us_source,flash_pulse_width_range,flash_num_pulses,flash_num_pulses_source,flash_dose_per_pulse_Gy,flash_dose_per_pulse_Gy_source,flash_irradiation_time_s,flash_irradiation_time_s_source,flash_irradiation_time_range,conv_avg_dose_rate_Gy_s,conv_dose_per_pulse_Gy,proton_spot_dose_rate_Gy_s,proton_field_dose_rate_Gy_s,proton_num_spots,followup_time,sample_size_per_group,endpoints_detected,healthy_tissue_effect,tumor_effect,target_normal_tissue_sparing_binary,effect_direction,dominant_endpoint_type,flash_vs_conv_effect_size_pct,effect_size_endpoint,effect_size_calculability,effect_size_comparator,dmf_endpoint,dmf_calculability,notes_free_text,derived_params,flash_effect_score_derived,is_preprint,peak_toxicity_grade,severe_toxicity,grade3plus_toxicity,endpoint_type,dmf_acute,dmf_fibrosis,energy_MeV,n_mice_acute,n_mice_late,data_notes,conv_inst_dose_rate_Gy_s,conv_pulse_mode,conv_prf_Hz,conv_pulse_width_us,conv_total_dose_Gy,conv_dose_joint_Gy,fractionation_notes,endpoint_class,dmf_type,grade_scale_max,peak_effect_pct,functional_toxicity_severity_flash,functional_toxicity_severity_conv,flash_benefit_magnitude,functional_delta_score,mechanism_flag,flash_threshold_avg_dose_rate_Gy_s,flash_energy_MeV,endpoint_primary,field_cm2,exclusion_note,oxygen_condition_grouped,tumor_effect_grouped,effect_direction_grouped,dmf_type_grouped
The Advantage of FLASH Radiotherapy Confirmed in Mini-pig and Cat-cancer Patients,2019.0,"Lausanne University Hospital / University of Lausanne, Switzerland; Micen-vet, Creteil, France; Institut Curie, France",Cat_FLASH_34Gy,dose_level_phase1_escalation,cat,domestic cat,not_reported_per_arm,spontaneous_SCC_nasal_planum,spontaneous_tumor_veterinary_patient,general,general,normoxia,0.0,,nasal_planum_SCC_tumor_skin_mucosa,tumor,nasal_planum_superficial_local_invasive,18x26mm_direct_contact_applicator,electron,electron,not_reported,Oriatron 6e prototype linac (PMB-Alcen),pulsed_electron_beam,pulsed,not_reported,34.0,,34.0,no,single_fraction,,single_fraction,1.0,34.0,,,not_reported,not_reported,,not_reported,,,not_reported,,,not_reported,,,not_reported,,not_reported,,not_reported,,,,,,,median_18_months,1,acute_toxicity_grade;CR_at_3mo_6mo_16mo;depilation;survival,YES,YES_local_response:CR_at_3mo_6mo_16mo,1.0,FAVORABLE_FLASH_TOLERANCE,mucosal_skin_toxicity_and_tumor_control,,tumor_response_and_late_toxicity,not_calculable,no_concurrent_conv_comparator,no_within_study_conv_comparator,not_calculable,"Favaudon 2019 cat nasal planum SCC. Phase I single-dose escalation. 34.0 Gy FLASH electron (Oriatron 6e prototype). Dose rate not reported for cat arms. Field 18x26mm, direct contact. Tumor stage: not_reported_per_arm. n=1 cat. No concurrent CONV arm (historical comparison only). Cat 5. Transient A4 moist desquamation (healed). No DLT. CR at 3, 6, 16 months. High dose with manageable toxicity and durable control.",cat_SCC_nasal_planum;dose=34.0Gy;field=18x26mm;t_stage=not_reported_per_arm;DR_not_reported;phase1_dose_escalation;no_concurrent_conv;cohort_6cats_total;5/6_DFS_at_16mo;6/6_CR_at_6mo;MTD_not_reached;DLT_none;machine=Oriatron_6e_prototype_PMB_Alcen,,,4,,,mucosal_skin_toxicity,not_applicable,not_applicable,,,,"34 Gy cat SCC nasal planum, single-arm FLASH. Complete response. Transient A4 moist desquamation — healed. Late toxicity L0.",,,,,,,single_treatment,skin,single_arm_clinical_no_matched_conv,,,2,not_comparable,not_comparable,not_comparable,,,,,,,normoxia_ambient,better_than_conv,flash_protective,no_dose_response
The Advantage of FLASH Radiotherapy Confirmed in Mini-pig and Cat-cancer Patients,2019.0,"Lausanne University Hospital / University of Lausanne, Switzerland; Micen-vet, Creteil, France; Institut Curie, France",Cat_FLASH_41Gy,dose_level_phase1_escalation,cat,domestic cat,not_reported_per_arm,spontaneous_SCC_nasal_planum,spontaneous_tumor_veterinary_patient,general,general,normoxia,0.0,,nasal_planum_SCC_tumor_skin_mucosa,tumor,nasal_planum_superficial_local_invasive,18x26mm_direct_contact_applicator,electron,electron,not_reported,Oriatron 6e prototype linac (PMB-Alcen),pulsed_electron_beam,pulsed,not_reported,41.0,,41.0,no,single_fraction,,single_fraction,1.0,41.0,,,not_reported,not_reported,,not_reported,,,not_reported,,,not_reported,,,not_reported,,not_reported,,not_reported,,,,,,,median_18_months,1,acute_toxicity_grade;CR_at_3mo_6mo_16mo;depilation;survival,YES,YES_local_response:CR_at_3mo_6mo_16mo,1.0,FAVORABLE_FLASH_TOLERANCE,mucosal_skin_toxicity_and_tumor_control,,tumor_response_and_late_toxicity,not_calculable,no_concurrent_conv_comparator,no_within_study_conv_comparator,not_calculable,"Favaudon 2019 cat nasal planum SCC. Phase I single-dose escalation. 41.0 Gy FLASH electron (Oriatron 6e prototype). Dose rate not reported for cat arms. Field 18x26mm, direct contact. Tumor stage: deeply_infiltrating_ulcerative. n=1 cat. No concurrent CONV arm (historical comparison only). Cat 6. Highest dose. A1+A4 acute mucositis/dermatitis, resolved by 5 weeks. No DLT. MTD not reached. CR at 3, 6, 16 months. Dose escalation stopped despite no DLT as all lower doses already achieved CR.",cat_SCC_nasal_planum;dose=41.0Gy;field=18x26mm;t_stage=deeply_infiltrating_ulcerative;DR_not_reported;phase1_dose_escalation;no_concurrent_conv;cohort_6cats_total;5/6_DFS_at_16mo;6/6_CR_at_6mo;MTD_not_reached;DLT_none;machine=Oriatron_6e_prototype_PMB_Alcen,,,4,,,mucosal_skin_toxicity,not_applicable,not_applicable,,,,"41 Gy cat SCC nasal planum, single-arm FLASH. Complete response. Transient A1+A4 mucositis/dermatitis — healed. Late toxicity L0.",,,,,,,single_treatment,skin,single_arm_clinical_no_matched_conv,,,2,not_comparable,not_comparable,not_comparable,,,,,,,normoxia_ambient,better_than_conv,flash_protective,no_dose_response
Acute Hypoxia Does Not Alter Tumor Sensitivity to FLASH Radiation Therapy,,Lausanne,FLASH_SV2_carbogen,tumor_model,,Swiss nude,male,U-87 MG glioblastoma,,isoflurane,isoflurane,normoxia,1.0,,flank,tumor,superficial,1.7 cm diameter,,electron,,Oriatron eRT6,electron_beam,multi_pulse,,20.0,,,,single_fraction,,single_fraction,1.0,20.0,,,original,,,original,,100.0,original,,1.8,original,,,,,original,,original,,0.1,,,,,41 days,4-7,tumor_control; survival; transcriptomics,NOT_APPLICABLE,SAME,,neutral,tumor_growth_delay,0.0,tumour_doubling_time,calculated,FLASH_vs_CONV,,not_calculable,,,,,not_applicable,,,tumor_response,not_applicable,not_applicable,,,,SV2 carbogen. CONV slightly improved; FLASH iso-effective across oxygen conditions.,,,,,,,single_fraction,(blank),not_applicable,,,0,1,1.0,1.0,hypoxia_resistance,,,,,,normoxia_ambient,equivalent_same_as_conv,neutral_no_effect,not_applicable
Acute Hypoxia Does Not Alter Tumor Sensitivity to FLASH Radiation Therapy,,Lausanne,FLASH_mEERL95_carbogen,tumor_model,,Swiss nude,male,U-87 MG glioblastoma,,isoflurane,isoflurane,normoxia,1.0,,flank,tumor,superficial,1.7 cm diameter,,electron,,Oriatron eRT6,electron_beam,multi_pulse,,20.0,,,,single_fraction,,single_fraction,1.0,20.0,,,original,,,original,,100.0,original,,1.8,original,,,,,original,,original,,0.1,,,,,41 days,4-7,tumor_control; survival; transcriptomics,NOT_APPLICABLE,SAME,,neutral,tumor_growth_delay,0.0,tumour_doubling_time,calculated,FLASH_vs_CONV,,not_calculable,,,,,not_applicable,,,tumor_response,not_applicable,not_applicable,,,,mEERL95 carbogen. CONV marginally improved; FLASH resistant to oxygen modulation.,,,,,,,single_fraction,(blank),not_applicable,,,0,1,1.0,1.0,hypoxia_resistance,,,,,,normoxia_ambient,equivalent_same_as_conv,neutral_no_effect,not_applicable
Antitumor Effect by Either FLASH or Conventional Dose Rate Irradiation Involves Equivalent Immune Responses,,Lausanne,SV2-OVA_subcutaneous_C57BL6J_2x6Gy,fractionation,,C57BL/6J,male,SV2-OVA,,not_reported,unknown,,0.0,,lung,tumor,superficial,17 mm diameter,,electron,,Oriatron eRT6,electron_beam,single_pulse,,20.0,,,,single_fraction,,single_fraction,1.0,20.0,,,original,,10000000.0,original,,,missing,,2.0,missing,,1.0,,20.0,original,,missing,,0.1,,,,,up_to_42_days_post_implantation,FLASH_n=10; CONV_n=9;control_n=8,tumor_growth_delay; tumor_doubling_time,NOT_APPLICABLE,SAME,,neutral,tumor_growth_delay,0.0,tumour_growth_delay,calculated,FLASH_vs_CONV,,not_calculable,,,,,not_applicable,,,tumor_response,not_applicable,not_applicable,,,,"SV2-OVA, C57BL/6J, 2x6 Gy (12 Gy total). Negligible tumor growth delay in immunocompetent animals.",,,,,,,single_fraction,lung,not_applicable,,,3,3,0.0,0.0,immune_response_dose_rate_independent,,,,,,,equivalent_same_as_conv,neutral_no_effect,not_applicable
Antitumor Effect by Either FLASH or Conventional Dose Rate Irradiation Involves Equivalent Immune Responses,,Lausanne,SV2-OVA_subcutaneous_C57BL6J_3x8Gy,fractionation,,C57BL/6J,male,SV2-OVA,,not_reported,unknown,,0.0,,lung,tumor,superficial,17 mm diameter,,electron,,Oriatron eRT6,electron_beam,single_pulse,,20.0,,,,single_fraction,,single_fraction,1.0,20.0,,,original,,10000000.0,original,,,missing,,2.0,missing,,1.0,,20.0,original,,missing,,0.1,,,,,up_to_42_days_post_implantation,FLASH_n=10; CONV_n=9;control_n=8,tumor_growth_delay; tumor_doubling_time,NOT_APPLICABLE,SAME,,neutral,tumor_growth_delay,0.0,tumour_growth_delay,calculated,FLASH_vs_CONV,,not_calculable,,,,,not_applicable,,,tumor_response,not_applicable,not_applicable,,,,"SV2-OVA, C57BL/6J, 3x8 Gy. Strong response, dose-rate independent. Doubling time: FLASH 15.0d, CONV 14.3d vs control 6.9d.",,,,,,,single_fraction,lung,not_applicable,,,0,0,0.0,0.0,immune_response_dose_rate_independent,,,,,,,equivalent_same_as_conv,neutral_no_effect,not_applicable
Antitumor Effect by Either FLASH or Conventional Dose Rate Irradiation Involves Equivalent Immune Responses,,Lausanne,SV2-OVA_subcutaneous_SwissNude_3x8Gy,fractionation,,C57BL/6J,male,SV2-OVA,,not_reported,unknown,,0.0,,lung,tumor,superficial,17 mm diameter,,electron,,Oriatron eRT6,electron_beam,single_pulse,,20.0,,,,single_fraction,,single_fraction,1.0,20.0,,,original,,10000000.0,original,,,missing,,2.0,missing,,1.0,,20.0,original,,missing,,0.1,,,,,up_to_42_days_post_implantation,FLASH_n=10; CONV_n=9;control_n=8,tumor_growth_delay; tumor_doubling_time,NOT_APPLICABLE,SAME,,neutral,tumor_growth_delay,0.0,tumour_growth_delay,calculated,FLASH_vs_CONV,,not_calculable,,,,,not_applicable,,,tumor_response,not_applicable,not_applicable,,,,"SV2-OVA, Swiss nude, 3x8 Gy. Strong response, dose-rate independent. Doubling time: FLASH 13.3d, CONV 15.5d vs control 8.1d.",,,,,,,single_fraction,lung,not_applicable,,,0,0,0.0,0.0,immune_response_dose_rate_independent,,,,,,,equivalent_same_as_conv,neutral_no_effect,not_applicable
Antitumor Effect by Either FLASH or Conventional Dose Rate Irradiation Involves Equivalent Immune Responses,,Lausanne,SV2-OVA_orthotopic_lung_C57BL6J_2x6Gy,fractionation,,C57BL/6J,male,SV2-OVA,,not_reported,unknown,,0.0,,lung,tumor,superficial,17 mm diameter,,electron,,Oriatron eRT6,electron_beam,single_pulse,,20.0,,,,single_fraction,,single_fraction,1.0,20.0,,,original,,10000000.0,original,,,missing,,2.0,missing,,1.0,,20.0,original,,missing,,0.1,,,,,up_to_42_days_post_implantation,FLASH_n=10; CONV_n=9;control_n=8,tumor_growth_delay; tumor_doubling_time,NOT_APPLICABLE,SAME,,neutral,tumor_growth_delay,0.0,tumour_growth_delay,calculated,FLASH_vs_CONV,,not_calculable,,,,,not_applicable,,,tumor_response,not_applicable,not_applicable,,,,"SV2-OVA orthotopic lung, C57BL/6J, 2x6 Gy whole thorax. Equivalent tumor growth delay and +7d median survival vs untreated. No FLASH-specific efficacy advantage in lung microenvironment.",,,,,,,single_fraction,lung,not_applicable,,,1,1,0.0,0.0,immune_response_dose_rate_independent,,,,,,,equivalent_same_as_conv,neutral_no_effect,not_applicable
Antitumor Effect by Either FLASH or Conventional Dose Rate Irradiation Involves Equivalent Immune Responses,,Lausanne,SV2-OVA_subcutaneous_C57BL6J_3x8Gy_plus_antiCTLA4,fractionation,,C57BL/6J,male,SV2-OVA,,not_reported,unknown,,0.0,,lung,tumor,superficial,17 mm diameter,,electron,,Oriatron eRT6,electron_beam,single_pulse,,20.0,,,,single_fraction,,single_fraction,1.0,20.0,,,original,,10000000.0,original,,,missing,,2.0,missing,,1.0,,20.0,original,,missing,,0.1,,,,,up_to_42_days_post_implantation,FLASH_n=10; CONV_n=9;control_n=8,tumor_growth_delay; tumor_doubling_time,NOT_APPLICABLE,SAME,,neutral,tumor_growth_delay,0.0,tumour_growth_delay,calculated,FLASH_vs_CONV,,not_calculable,,,,,not_applicable,,,tumor_response,not_applicable,not_applicable,,,,"SV2-OVA, C57BL/6J, 3x8 Gy + anti-CTLA4. Anti-CTLA4 did not improve antitumor efficacy of FLASH or CONV at primary or distal tumor. Combination arm.",,,,,,,single_fraction,lung,not_applicable,,,0,0,0.0,0.0,immune_response_dose_rate_independent,,,,,,,equivalent_same_as_conv,neutral_no_effect,not_applicable
Antitumor Effect by Either FLASH or Conventional Dose Rate Irradiation Involves Equivalent Immune Responses,,Lausanne,GL261_subcutaneous_C57BL6J_20Gy_single,fractionation,,C57BL/6J,male,SV2-OVA,,not_reported,unknown,,0.0,,lung,tumor,superficial,17 mm diameter,,electron,,Oriatron eRT6,electron_beam,single_pulse,,20.0,,,,single_fraction,,single_fraction,1.0,20.0,,,original,,10000000.0,original,,,missing,,2.0,missing,,1.0,,20.0,original,,missing,,0.1,,,,,up_to_42_days_post_implantation,FLASH_n=10; CONV_n=9;control_n=8,tumor_growth_delay; tumor_doubling_time,NOT_APPLICABLE,SAME,,neutral,tumor_growth_delay,0.0,tumour_growth_delay,calculated,FLASH_vs_CONV,,not_calculable,,,,,not_applicable,,,tumor_response,not_applicable,not_applicable,,,,"GL261 GBM, C57BL/6J female, 20 Gy single. FLASH and CONV each induced complete responses without relapse >160d. Equivalent long-lasting immunologic memory on rechallenge.",,,,,,,single_fraction,lung,not_applicable,,,0,0,0.0,0.0,immune_response_dose_rate_independent,,,,,,,equivalent_same_as_conv,neutral_no_effect,not_applicable
Irradiation at Ultra-High (FLASH) Dose Rates Reduces Acute Normal Tissue Toxicity in the Mouse Gastrointestinal System,2021.0,University of Pennsylvania; University of Lausanne (CHUV),GI_Ruan_2021_7p5Gy_single_pulse_FLASH_vs_CONV,pulse_number_and_dose_rate,mouse,C3H,female,,mouse,isoflurane,isoflurane,normoxia,0.0,,intestine,normal_tissue,abdominal,~3cm_circular_field;partial_body_abdominal;thorax_head_shielded,electron,electron,6 MeV,modified_clinical_linac,electron_beam,pulsed_electron,pulsed,7.5,,,no,single_fraction,,single_fraction,1.0,7.5,,3300000.0,,,,,,25.0,,,,,,1.0,,7.5,,2.3e-06,,,0.25,0.01,,,,3.75_days_post_RT,10,intestinal_crypt_survival_count;weight_loss;GI_symptoms,YES,NOT_APPLICABLE,1.0,FLASH_PROTECTIVE,GI_crypt_survival,20,percent_crypts_remaining,figure_estimated,,crypt_survival,,,,,,2,,,GI_toxicity,1.1,not_applicable,,,,"7.5 Gy single pulse FLASH vs CONV. DMF=1.1. Crypts remaining: FLASH ~90%, CONV ~75%. Absolute difference: ~+15 pp. Relative: ~+20% vs CONV. Figure-estimated from Fig 2A.",,,,,,,single_fraction,GI_crypt,acute_GI_crypt_survival,,,1,2,1.0,1.0,,,,,,,normoxia_ambient,NOT_APPLICABLE,flash_protective,other
Irradiation at Ultra-High (FLASH) Dose Rates Reduces Acute Normal Tissue Toxicity in the Mouse Gastrointestinal System,2021.0,University of Pennsylvania; University of Lausanne (CHUV),GI_Ruan_2021_10Gy_single_pulse_FLASH_vs_CONV,pulse_number_and_dose_rate,mouse,C3H,female,,mouse,isoflurane,isoflurane,normoxia,0.0,,intestine,normal_tissue,abdominal,~3cm_circular_field;partial_body_abdominal;thorax_head_shielded,electron,electron,6 MeV,modified_clinical_linac,electron_beam,pulsed_electron,pulsed,10.0,,,no,single_fraction,,single_fraction,1.0,10.0,,3300000.0,,,,,,25.0,,,,,,1.0,,10.0,,3e-06,,,0.25,0.01,,,,3.75_days_post_RT,10,intestinal_crypt_survival_count;weight_loss;GI_symptoms,YES,NOT_APPLICABLE,1.0,FLASH_PROTECTIVE,GI_crypt_survival,37,percent_crypts_remaining,figure_estimated,,crypt_survival,,,,,,3,,,GI_toxicity,1.1,not_applicable,,,,"10 Gy single pulse FLASH vs CONV. DMF=1.1. Crypts remaining: FLASH ~52%, CONV ~38%. Absolute difference: ~+14 pp. Relative: ~+37% vs CONV. Figure-estimated from Fig 2A.",,,,,,,single_fraction,GI_crypt,acute_GI_crypt_survival,,,2,3,1.0,1.0,,,,,,,normoxia_ambient,NOT_APPLICABLE,flash_protective,other
Irradiation at Ultra-High (FLASH) Dose Rates Reduces Acute Normal Tissue Toxicity in the Mouse Gastrointestinal System,2021.0,University of Pennsylvania; University of Lausanne (CHUV),GI_Ruan_2021_12p5Gy_single_pulse_FLASH_vs_CONV,pulse_number_and_dose_rate,mouse,C3H,female,,mouse,isoflurane,isoflurane,normoxia,0.0,,intestine,normal_tissue,abdominal,~3cm_circular_field;partial_body_abdominal;thorax_head_shielded,electron,electron,6 MeV,modified_clinical_linac,electron_beam,pulsed_electron,pulsed,12.5,,,no,single_fraction,,single_fraction,1.0,12.5,,3300000.0,,,,,,25.0,,,,,,1.0,,12.5,,3.8e-06,,,0.25,0.01,,,,3.75_days_post_RT,10,intestinal_crypt_survival_count;weight_loss;GI_symptoms,YES,NOT_APPLICABLE,1.0,FLASH_PROTECTIVE,GI_crypt_survival,300,percent_crypts_remaining,figure_estimated,,crypt_survival,,,,,,4,,,GI_toxicity,1.1,not_applicable,,,,"12.5 Gy single pulse FLASH vs CONV. DMF=1.1. Crypts remaining: FLASH ~12%, CONV ~3%. Absolute difference: ~+9 pp. Relative: ~+300% vs CONV. Figure-estimated from Fig 2A. Also used for microbiome analysis.",,,,,,,single_fraction,GI_crypt,acute_GI_crypt_survival,,,3,4,1.0,1.0,,,,,,,normoxia_ambient,NOT_APPLICABLE,flash_protective,other
Irradiation at Ultra-High (FLASH) Dose Rates Reduces Acute Normal Tissue Toxicity in the Mouse Gastrointestinal System,2021.0,University of Pennsylvania; University of Lausanne (CHUV),GI_Ruan_2021_11p2Gy_single_pulse,pulse_number,mouse,C3H,female,,mouse,isoflurane,isoflurane,normoxia,0.0,,intestine,normal_tissue,abdominal,~3cm_circular_field;partial_body_abdominal;thorax_head_shielded,electron,electron,6 MeV,modified_clinical_linac,electron_beam,pulsed_electron,pulsed,11.2,,,no,single_fraction,,single_fraction,1.0,11.2,,3300000.0,,,,,,25.0,,,,,,1.0,,11.2,,3.4e-06,,,0.25,0.01,,,,3.75_days_post_RT,10,intestinal_crypt_survival_count;weight_loss;GI_symptoms,YES,NOT_APPLICABLE,1.0,FLASH_PROTECTIVE,GI_crypt_survival,,percent_crypts_remaining,reported_table,,crypt_survival,,,,,,3,,,GI_toxicity,not_applicable,not_applicable,,,,"11.2 Gy, 1 pulse (3.3e6 Gy/s), young mice (9-10 wk). Crypts remaining: 27.6% (100% relative to single-pulse reference). Best outcome in temporal series — full FLASH protection.",,,,,,,single_fraction,GI_crypt,temporal_structure_NOT_DMF,,,3,4,1.0,1.0,,,,,,,normoxia_ambient,NOT_APPLICABLE,flash_protective,temporal_structure
Irradiation at Ultra-High (FLASH) Dose Rates Reduces Acute Normal Tissue Toxicity in the Mouse Gastrointestinal System,2021.0,University of Pennsylvania; University of Lausanne (CHUV),GI_Ruan_2021_11p2Gy_2pulses_short_interval,pulse_number,mouse,C3H,female,,mouse,isoflurane,isoflurane,normoxia,0.0,,intestine,normal_tissue,abdominal,~3cm_circular_field;partial_body_abdominal;thorax_head_shielded,electron,electron,6 MeV,modified_clinical_linac,electron_beam,pulsed_electron,pulsed,11.2,,,no,single_fraction,,single_fraction,1.0,11.2,,3400.0,,,,,,25.0,,,,,,2.0,,5.6,,0.0032941176470588,,,0.25,0.01,,,,3.75_days_post_RT,10,intestinal_crypt_survival_count;weight_loss;GI_symptoms,YES,NOT_APPLICABLE,1.0,NO_FLASH_PROTECTION,GI_crypt_survival,,percent_crypts_remaining,reported_table,,crypt_survival,,,,,,4,,,GI_toxicity,not_applicable,not_applicable,,,,"11.2 Gy, 2-pulse series, young mice (9-10 wk). Encoded arm = 0.0033s interval (5.60 Gy/pulse, 3400 Gy/s, 14.9% crypts, 54.0% of single-pulse). Additional 2-pulse conditions not separately encoded: 0.010s→13.2% (47.8%); 0.040s→6.9% (25.0%); 3.0s→8.1% (29.3%); 30s→6.4% (23.2%). All 2-pulse variants show loss of FLASH sparing vs single pulse.",,,,,,,single_fraction,GI_crypt,temporal_structure_NOT_DMF,,,4,4,0.0,0.0,,,,,,,normoxia_ambient,NOT_APPLICABLE,neutral_no_effect,temporal_structure
Irradiation at Ultra-High (FLASH) Dose Rates Reduces Acute Normal Tissue Toxicity in the Mouse Gastrointestinal System,2021.0,University of Pennsylvania; University of Lausanne (CHUV),GI_Ruan_2021_11p2Gy_5pulses_280Gy_s,pulse_number,mouse,C3H,female,,mouse,isoflurane,isoflurane,normoxia,0.0,,intestine,normal_tissue,abdominal,~3cm_circular_field;partial_body_abdominal;thorax_head_shielded,electron,electron,6 MeV,modified_clinical_linac,electron_beam,pulsed_electron,pulsed,11.2,,,no,single_fraction,,single_fraction,1.0,11.2,,280.0,,,,,,25.0,,,,,,5.0,,2.24,,0.04,,,0.25,0.01,,,,3.75_days_post_RT,10,intestinal_crypt_survival_count;weight_loss;GI_symptoms,YES,NOT_APPLICABLE,1.0,NO_FLASH_PROTECTION,GI_crypt_survival,,percent_crypts_remaining,reported_table,,crypt_survival,,,,,,4,,,GI_toxicity,not_applicable,not_applicable,,,,"11.2 Gy, 5 pulses (280 Gy/s, 2.24 Gy/pulse), young mice. Crypts remaining: 13.8% (50.0% of single-pulse). No FLASH sparing.",,,,,,,single_fraction,GI_crypt,temporal_structure_NOT_DMF,,,4,4,0.0,0.0,,,,,,,normoxia_ambient,NOT_APPLICABLE,neutral_no_effect,temporal_structure
Irradiation at Ultra-High (FLASH) Dose Rates Reduces Acute Normal Tissue Toxicity in the Mouse Gastrointestinal System,2021.0,University of Pennsylvania; University of Lausanne (CHUV),GI_Ruan_2021_11p2Gy_30pulses_39Gy_s,pulse_number,mouse,C3H,female,,mouse,isoflurane,isoflurane,normoxia,0.0,,intestine,normal_tissue,abdominal,~3cm_circular_field;partial_body_abdominal;thorax_head_shielded,electron,electron,6 MeV,modified_clinical_linac,electron_beam,pulsed_electron,pulsed,11.2,,,no,single_fraction,,single_fraction,1.0,11.2,,39.0,,,,,,25.0,,,,,,30.0,,0.37,,0.29,,,0.25,0.01,,,,3.75_days_post_RT,10,intestinal_crypt_survival_count;weight_loss;GI_symptoms,YES,NOT_APPLICABLE,1.0,NO_FLASH_PROTECTION,GI_crypt_survival,,percent_crypts_remaining,reported_table,,crypt_survival,,,,,,4,,,GI_toxicity,not_applicable,not_applicable,,,,"11.2 Gy, 30 pulses (39 Gy/s, 0.370 Gy/pulse, 0.29s), young mice. Crypts remaining: 11.5% (41.7% of single-pulse). No FLASH sparing.",,,,,,,single_fraction,GI_crypt,temporal_structure_NOT_DMF,,,4,4,0.0,0.0,,,,,,,normoxia_ambient,NOT_APPLICABLE,neutral_no_effect,temporal_structure
Irradiation at Ultra-High (FLASH) Dose Rates Reduces Acute Normal Tissue Toxicity in the Mouse Gastrointestinal System,2021.0,University of Pennsylvania; University of Lausanne (CHUV),GI_Ruan_2021_11p2Gy_100pulses_11Gy_s,pulse_number,mouse,C3H,female,,mouse,isoflurane,isoflurane,normoxia,0.0,,intestine,normal_tissue,abdominal,~3cm_circular_field;partial_body_abdominal;thorax_head_shielded,electron,electron,6 MeV,modified_clinical_linac,electron_beam,pulsed_electron,pulsed,11.2,,,no,single_fraction,,single_fraction,1.0,11.2,,11.0,,,,,,25.0,,,,,,100.0,,0.112,,1.0,,,0.25,0.01,,,,3.75_days_post_RT,10,intestinal_crypt_survival_count;weight_loss;GI_symptoms,YES,NOT_APPLICABLE,1.0,NO_FLASH_PROTECTION,GI_crypt_survival,,percent_crypts_remaining,reported_table,,crypt_survival,,,,,,4,,,GI_toxicity,not_applicable,not_applicable,,,,"11.2 Gy, 100 pulses (11 Gy/s, 0.112 Gy/pulse, 1.0s), young mice. Crypts remaining: 6.7% (24.3% of single-pulse). No FLASH sparing.",,,,,,,single_fraction,GI_crypt,temporal_structure_NOT_DMF,,,4,4,0.0,0.0,,,,,,,normoxia_ambient,NOT_APPLICABLE,neutral_no_effect,temporal_structure
Irradiation at Ultra-High (FLASH) Dose Rates Reduces Acute Normal Tissue Toxicity in the Mouse Gastrointestinal System,2021.0,University of Pennsylvania; University of Lausanne (CHUV),GI_Ruan_2021_11p2Gy_300pulses_3p7Gy_s,pulse_number,mouse,C3H,female,,mouse,isoflurane,isoflurane,normoxia,0.0,,intestine,normal_tissue,abdominal,~3cm_circular_field;partial_body_abdominal;thorax_head_shielded,electron,electron,6 MeV,modified_clinical_linac,electron_beam,pulsed_electron,pulsed,11.2,,,no,single_fraction,,single_fraction,1.0,11.2,,3.7,,,,,,25.0,,,,,,300.0,,0.037,,3.0,,,0.25,0.01,,,,3.75_days_post_RT,10,intestinal_crypt_survival_count;weight_loss;GI_symptoms,YES,NOT_APPLICABLE,1.0,NO_FLASH_PROTECTION,GI_crypt_survival,,percent_crypts_remaining,reported_table,,crypt_survival,,,,,,4,,,GI_toxicity,not_applicable,not_applicable,,,,"11.2 Gy, 300 pulses (3.7 Gy/s, 0.037 Gy/pulse, 3.0s), young mice. Crypts remaining: 8.6% (31.2% of single-pulse). No FLASH sparing.",,,,,,,single_fraction,GI_crypt,temporal_structure_NOT_DMF,,,4,4,0.0,0.0,,,,,,,normoxia_ambient,NOT_APPLICABLE,neutral_no_effect,temporal_structure
